gap_left	gap_right	gap_bp	reads_in_gap	n_tools_spanning	hiphase_spans	hiphase_scored	hiphase_concordant	hiphase_acc	longphase_spans	longphase_scored	longphase_concordant	longphase_acc	whatshap_opt_spans	whatshap_opt_scored	whatshap_opt_concordant	whatshap_opt_acc
26570836	26570926	90	66	3	1	47	37	0.7872	1	48	39	0.8125	1	14	10	0.7143
26570926	26570939	13	66	3	1	47	37	0.7872	1	48	39	0.8125	1	14	10	0.7143
26570939	26571073	134	66	3	1	47	37	0.7872	1	48	39	0.8125	1	14	10	0.7143
26571073	26571132	59	65	3	1	47	37	0.7872	1	48	39	0.8125	1	14	10	0.7143
26571132	26571140	8	64	3	1	47	37	0.7872	1	47	38	0.8085	1	14	10	0.7143
26571140	26571216	76	65	3	1	48	38	0.7917	1	48	39	0.8125	1	14	10	0.7143
26582011	26582181	170	86	3	1	67	45	0.6716	1	59	57	0.9661	1	11	11	1.0
26582221	26584515	2294	103	3	1	73	46	0.6301	1	69	67	0.971	1	11	11	1.0
26585458	26585575	117	120	3	1	73	37	0.5068	1	77	75	0.974	1	6	5	0.8333
26585575	26586784	1209	222	3	1	98	38	0.3878	1	116	110	0.9483	1	11	5	0.4545
26586784	26586882	98	218	3	1	94	34	0.3617	1	113	107	0.9469	1	9	3	0.3333
26588144	26588290	146	281	3	1	104	34	0.3269	1	141	130	0.922	1	9	3	0.3333
26619986	26620227	241	206	3	1	43	15	0.3488	1	75	52	0.6933	1	8	4	0.5
26620227	26621277	1050	202	3	1	43	15	0.3488	1	72	50	0.6944	1	8	4	0.5
26621855	26622172	317	147	3	1	36	12	0.3333	1	51	35	0.6863	1	8	4	0.5
26624953	26625353	400	100	3	1	25	8	0.32	1	32	26	0.8125	1	6	3	0.5
26625353	26644453	19100	148	3	1	67	37	0.5522	1	75	55	0.7333	1	15	9	0.6
26647105	26647345	240	58	3	1	47	32	0.6809	1	49	36	0.7347	1	13	10	0.7692
26647345	26647419	74	58	3	1	47	32	0.6809	1	49	36	0.7347	1	13	10	0.7692
26647419	26648226	807	60	3	1	49	34	0.6939	1	51	38	0.7451	1	14	11	0.7857
26648226	26648340	114	56	3	1	45	32	0.7111	1	47	36	0.766	1	14	11	0.7857
26648340	26649361	1021	68	3	1	57	38	0.6667	1	58	42	0.7241	1	17	12	0.7059
26649361	26649761	400	65	3	1	54	37	0.6852	1	55	41	0.7455	1	17	12	0.7059
26649761	26649991	230	66	3	1	55	38	0.6909	1	56	42	0.75	1	17	12	0.7059
26649991	26650452	461	67	3	1	56	38	0.6786	1	56	42	0.75	1	17	12	0.7059
26650452	26650781	329	69	3	1	58	38	0.6552	1	57	43	0.7544	1	17	12	0.7059
26650781	26651192	411	71	3	1	60	38	0.6333	1	59	44	0.7458	1	18	13	0.7222
26727582	26727622	40	30	3	1	28	16	0.5714	1	29	12	0.4138	1	21	8	0.381
26729263	26749891	20628	47	3	1	43	25	0.5814	1	43	18	0.4186	1	26	11	0.4231
26763486	26764502	1016	46	3	1	32	9	0.2812	1	35	2	0.0571	1	12	10	0.8333
26764505	26764633	128	44	3	1	30	8	0.2667	1	34	2	0.0588	1	12	10	0.8333
26764849	26769526	4677	47	3	1	32	9	0.2812	1	36	3	0.0833	1	14	11	0.7857
26812960	26813372	412	19	3	1	11	5	0.4545	1	13	5	0.3846	1	9	5	0.5556
26813372	26813568	196	18	3	1	10	5	0.5	1	12	5	0.4167	1	8	4	0.5
26813964	26814106	142	18	3	1	11	5	0.4545	1	12	7	0.5833	1	9	5	0.5556
26814299	26814913	614	19	3	1	12	5	0.4167	1	12	6	0.5	1	10	5	0.5
26814913	26814941	28	15	3	1	10	4	0.4	1	10	5	0.5	1	9	5	0.5556
26814941	26815157	216	15	3	1	10	4	0.4	1	10	5	0.5	1	9	5	0.5556
26815764	26815782	18	16	3	1	10	4	0.4	1	11	6	0.5455	1	9	5	0.5556
26816826	26816996	170	18	3	1	12	5	0.4167	1	13	7	0.5385	1	9	5	0.5556
26817379	26817471	92	21	3	1	15	6	0.4	1	16	9	0.5625	1	9	5	0.5556
26817471	26818186	715	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818186	26818358	172	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818358	26818376	18	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818376	26818379	3	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818379	26818488	109	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818488	26818738	250	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818738	26818772	34	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818772	26818811	39	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26818811	26819081	270	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26819081	26819177	96	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26819177	26819304	127	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26819304	26819518	214	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26819518	26819545	27	22	3	1	16	6	0.375	1	17	10	0.5882	1	9	5	0.5556
26819545	26820033	488	23	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26820033	26820171	138	23	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26820379	26820441	62	23	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26820664	26820677	13	23	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26820841	26820905	64	23	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26820947	26820975	28	23	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26821604	26823252	1648	22	3	1	17	7	0.4118	1	17	10	0.5882	1	10	5	0.5
26824693	26844572	19879	93	3	1	33	10	0.303	1	42	9	0.2143	1	15	9	0.6
26851462	26865043	13581	134	3	1	45	33	0.7333	1	65	18	0.2769	1	15	5	0.3333
26865043	26865116	73	75	3	1	32	32	1.0	1	45	18	0.4	1	9	0	0.0
26865468	26866248	780	79	3	1	35	35	1.0	1	48	21	0.4375	1	10	0	0.0
26866631	26866787	156	79	3	1	37	37	1.0	1	50	23	0.46	1	11	0	0.0
26866787	26866803	16	79	3	1	37	37	1.0	1	50	23	0.46	1	11	0	0.0
26866803	26866812	9	79	3	1	37	37	1.0	1	50	23	0.46	1	11	0	0.0
26866812	26866986	174	82	3	1	38	38	1.0	1	53	24	0.4528	1	11	0	0.0
26866986	26867107	121	82	3	1	38	38	1.0	1	53	24	0.4528	1	11	0	0.0
26867107	26867128	21	82	3	1	38	38	1.0	1	53	24	0.4528	1	11	0	0.0
26867128	26867137	9	82	3	1	38	38	1.0	1	53	24	0.4528	1	11	0	0.0
26867137	26867155	18	82	3	1	38	38	1.0	1	53	24	0.4528	1	11	0	0.0
26867155	26867448	293	82	3	1	38	38	1.0	1	53	24	0.4528	1	11	0	0.0
26867448	26867836	388	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867836	26867841	5	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867841	26867844	3	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867844	26867942	98	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867942	26867944	2	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867944	26867972	28	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867972	26867991	19	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26867991	26868172	181	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26868172	26868188	16	85	3	1	39	39	1.0	1	56	25	0.4464	1	11	0	0.0
26868188	26868346	158	86	3	1	39	39	1.0	1	57	25	0.4386	1	11	0	0.0
26870049	26875052	5003	88	3	1	43	37	0.8605	1	59	28	0.4746	1	11	0	0.0
26875052	26875293	241	37	3	1	30	24	0.8	1	29	21	0.7241	1	5	0	0.0
26875440	26908135	32695	125	2	1	71	47	0.662	1	112	68	0.6071	0	12	2	0.1667
26908135	26908293	158	66	3	1	28	17	0.6071	1	64	39	0.6094	1	6	1	0.1667
26908293	26908319	26	65	3	1	27	17	0.6296	1	63	39	0.619	1	6	1	0.1667
26908319	26908324	5	65	3	1	27	17	0.6296	1	63	39	0.619	1	6	1	0.1667
26908324	26908327	3	65	3	1	27	17	0.6296	1	63	39	0.619	1	6	1	0.1667
26908327	26908329	2	65	3	1	27	17	0.6296	1	63	39	0.619	1	6	1	0.1667
26908329	26908411	82	65	3	1	27	17	0.6296	1	63	39	0.619	1	6	1	0.1667
26908411	26908438	27	65	3	1	27	17	0.6296	1	63	39	0.619	1	6	1	0.1667
26908438	26908457	19	64	3	1	27	17	0.6296	1	62	38	0.6129	1	6	1	0.1667
26908457	26908469	12	64	3	1	27	17	0.6296	1	62	38	0.6129	1	6	1	0.1667
26908469	26908527	58	64	3	1	27	18	0.6667	1	62	39	0.629	1	6	1	0.1667
26908527	26908575	48	64	3	1	27	18	0.6667	1	62	39	0.629	1	6	1	0.1667
26908575	26908767	192	63	3	1	26	17	0.6538	1	61	38	0.623	1	6	1	0.1667
26908767	26908858	91	60	3	1	25	16	0.64	1	58	35	0.6034	1	6	1	0.1667
26908858	26908996	138	61	3	1	25	16	0.64	1	59	35	0.5932	1	6	1	0.1667
26909031	26917515	8484	86	3	1	35	26	0.7429	1	84	35	0.4167	1	8	3	0.375
26929696	26946034	16338	112	3	1	65	56	0.8615	1	105	6	0.0571	1	23	4	0.1739
26967233	26967645	412	141	3	1	58	20	0.3448	1	119	80	0.6723	1	10	7	0.7
27000226	27003187	2961	101	3	1	76	30	0.3947	1	86	43	0.5	1	47	29	0.617
27003187	27003264	77	96	3	1	75	29	0.3867	1	79	42	0.5316	1	47	29	0.617
27003264	27003349	85	99	3	1	75	29	0.3867	1	81	43	0.5309	1	47	29	0.617
27003349	27003358	9	99	3	1	75	29	0.3867	1	81	43	0.5309	1	47	29	0.617
27003358	27003433	75	100	3	1	76	29	0.3816	1	82	44	0.5366	1	48	30	0.625
27036280	27054839	18559	132	2	1	78	52	0.6667	1	121	60	0.4959	0	17	5	0.2941
27063087	27132274	69187	194	3	1	101	39	0.3861	1	170	61	0.3588	1	24	10	0.4167
27132274	27132648	374	57	3	1	30	3	0.1	1	55	4	0.0727	1	8	2	0.25
27132648	27132745	97	55	3	1	29	3	0.1034	1	53	4	0.0755	1	8	2	0.25
27132745	27132806	61	55	3	1	29	3	0.1034	1	53	4	0.0755	1	8	2	0.25
27132806	27132886	80	55	3	1	29	3	0.1034	1	53	4	0.0755	1	8	2	0.25
27132886	27132974	88	55	3	1	29	3	0.1034	1	53	4	0.0755	1	8	2	0.25
27132974	27133028	54	54	3	1	28	2	0.0714	1	52	3	0.0577	1	8	2	0.25
27133028	27133094	66	54	3	1	28	2	0.0714	1	52	3	0.0577	1	8	2	0.25
27133094	27133105	11	53	3	1	28	2	0.0714	1	51	3	0.0588	1	8	2	0.25
27133105	27133283	178	54	3	1	28	2	0.0714	1	52	3	0.0577	1	8	2	0.25
27133283	27133297	14	54	3	1	28	2	0.0714	1	52	3	0.0577	1	8	2	0.25
27133297	27133301	4	54	3	1	28	2	0.0714	1	52	3	0.0577	1	8	2	0.25
27133301	27133326	25	54	3	1	28	2	0.0714	1	52	3	0.0577	1	8	2	0.25
27133326	27133413	87	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133413	27133471	58	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133471	27133514	43	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133514	27133550	36	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133550	27133554	4	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133554	27133654	100	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133654	27133693	39	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133693	27133709	16	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133709	27133746	37	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133746	27133769	23	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133769	27133776	7	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133776	27133827	51	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133827	27133886	59	57	3	1	29	2	0.069	1	54	3	0.0556	1	8	2	0.25
27133886	27161749	27863	77	3	1	45	13	0.2889	1	74	14	0.1892	1	14	6	0.4286
27162763	27182475	19712	57	3	1	43	35	0.814	1	46	37	0.8043	1	21	18	0.8571
27182475	27202473	19998	54	3	1	45	25	0.5556	1	48	26	0.5417	1	30	15	0.5
27202473	27202606	133	18	3	1	16	6	0.375	1	18	6	0.3333	1	12	6	0.5
27202606	27204211	1605	21	3	1	18	6	0.3333	1	21	6	0.2857	1	14	6	0.4286
27204211	27204220	9	18	3	1	15	6	0.4	1	18	6	0.3333	1	12	6	0.5
27204220	27204253	33	18	3	1	15	6	0.4	1	18	6	0.3333	1	12	6	0.5
27204253	27204384	131	19	3	1	16	6	0.375	1	19	6	0.3158	1	12	6	0.5
27204384	27204387	3	19	3	1	16	6	0.375	1	19	6	0.3158	1	12	6	0.5
27204387	27204622	235	20	3	1	17	6	0.3529	1	20	6	0.3	1	12	6	0.5
27204622	27204626	4	20	3	1	17	6	0.3529	1	20	6	0.3	1	12	6	0.5
27204626	27204778	152	20	3	1	17	6	0.3529	1	20	6	0.3	1	12	6	0.5
27204778	27204831	53	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27204831	27205031	200	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205031	27205117	86	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205117	27205133	16	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205133	27205242	109	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205242	27205369	127	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205369	27205470	101	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205470	27205511	41	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205511	27205527	16	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205527	27205552	25	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205552	27205556	4	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205556	27205694	138	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205694	27205721	27	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205721	27205769	48	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205769	27205933	164	20	3	1	17	6	0.3529	1	20	6	0.3	1	11	6	0.5455
27205933	27205939	6	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27205939	27206021	82	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206021	27206039	18	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206039	27206086	47	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206086	27206103	17	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206103	27206115	12	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206115	27206162	47	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206162	27206256	94	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206256	27206261	5	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206261	27206289	28	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206289	27206388	99	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206388	27206476	88	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206476	27206537	61	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206537	27206542	5	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206542	27206650	108	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206650	27206652	2	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206652	27206662	10	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206662	27206686	24	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206686	27206720	34	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206720	27206870	150	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206870	27206930	60	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206930	27206933	3	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206933	27206935	2	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206935	27206941	6	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206941	27206972	31	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27206972	27207103	131	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27207103	27207106	3	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27207106	27207427	321	19	3	1	16	6	0.375	1	19	6	0.3158	1	11	6	0.5455
27207427	27207445	18	18	3	1	15	6	0.4	1	18	6	0.3333	1	10	6	0.6
27207445	27207564	119	18	3	1	15	6	0.4	1	18	6	0.3333	1	10	6	0.6
27207564	27207869	305	20	3	1	17	6	0.3529	1	20	6	0.3	1	12	6	0.5
27207869	27208143	274	22	3	1	19	6	0.3158	1	22	6	0.2727	1	14	6	0.4286
27216032	27239480	23448	72	3	1	58	25	0.431	1	66	23	0.3485	1	33	17	0.5152
27239480	27239504	24	44	3	1	36	18	0.5	1	42	16	0.381	1	16	11	0.6875
27239504	27239950	446	44	3	1	36	18	0.5	1	42	16	0.381	1	16	11	0.6875
27239950	27240093	143	44	3	1	36	19	0.5278	1	42	15	0.3571	1	16	11	0.6875
27240093	27240221	128	44	3	1	36	19	0.5278	1	42	15	0.3571	1	16	11	0.6875
27240221	27240293	72	44	3	1	36	19	0.5278	1	42	15	0.3571	1	16	11	0.6875
27240293	27240426	133	45	3	1	37	20	0.5405	1	43	15	0.3488	1	17	12	0.7059
27240426	27240430	4	45	3	1	37	20	0.5405	1	43	15	0.3488	1	17	12	0.7059
27240430	27240535	105	45	3	1	37	20	0.5405	1	43	15	0.3488	1	17	12	0.7059
27240535	27240546	11	44	3	1	36	20	0.5556	1	42	15	0.3571	1	16	12	0.75
27240546	27240588	42	44	3	1	36	20	0.5556	1	42	15	0.3571	1	16	12	0.75
27240588	27240703	115	44	3	1	36	20	0.5556	1	42	15	0.3571	1	16	12	0.75
27240703	27240712	9	43	3	1	35	20	0.5714	1	41	15	0.3659	1	15	12	0.8
27240712	27269149	28437	117	3	1	97	59	0.6082	1	107	41	0.3832	1	53	42	0.7925
27269149	27269342	193	60	3	1	50	25	0.5	1	54	28	0.5185	1	27	18	0.6667
27269342	27269371	29	60	3	1	50	25	0.5	1	54	28	0.5185	1	27	18	0.6667
27269371	27269476	105	62	3	1	52	25	0.4808	1	56	30	0.5357	1	28	18	0.6429
27301935	27304162	2227	17	3	1	12	6	0.5	1	13	5	0.3846	1	8	4	0.5
27311501	27353814	42313	81	2	1	47	30	0.6383	1	66	39	0.5909	0	14	5	0.3571
29068370	29068416	46	123	3	1	58	32	0.5517	1	98	29	0.2959	1	24	10	0.4167
29110025	29110030	5	33	3	1	28	7	0.25	1	28	6	0.2143	1	12	4	0.3333
29112572	29112612	40	45	3	1	29	6	0.2069	1	37	7	0.1892	1	11	3	0.2727
29123905	29172443	48538	157	3	1	68	33	0.4853	1	127	44	0.3465	1	28	16	0.5714
29172443	29172937	494	9	3	1	4	3	0.75	1	8	3	0.375	1	2	0	0.0
29172937	29173046	109	9	3	1	4	3	0.75	1	8	3	0.375	1	2	0	0.0
29173046	29173091	45	9	3	1	4	3	0.75	1	8	3	0.375	1	2	0	0.0
29173091	29173180	89	9	3	1	4	3	0.75	1	8	3	0.375	1	2	0	0.0
29173180	29174774	1594	14	3	1	9	8	0.8889	1	13	3	0.2308	1	5	0	0.0
29175123	29177307	2184	23	3	1	18	13	0.7222	1	21	7	0.3333	1	10	4	0.4
29177307	29177315	8	21	3	1	18	13	0.7222	1	19	7	0.3684	1	10	4	0.4
29177315	29177392	77	21	3	1	18	13	0.7222	1	19	7	0.3684	1	10	4	0.4
29177392	29177401	9	21	3	1	18	13	0.7222	1	19	7	0.3684	1	10	4	0.4
29177401	29177464	63	21	3	1	18	13	0.7222	1	19	7	0.3684	1	10	4	0.4
29177464	29177469	5	21	3	1	18	13	0.7222	1	19	7	0.3684	1	10	4	0.4
29177469	29177670	201	22	3	1	19	14	0.7368	1	20	7	0.35	1	10	4	0.4
29177670	29177777	107	21	3	1	18	14	0.7778	1	19	6	0.3158	1	10	4	0.4
29177777	29177799	22	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177799	29177801	2	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177801	29177803	2	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177803	29177860	57	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177860	29177871	11	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177871	29177880	9	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177880	29177895	15	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177895	29177938	43	22	3	1	19	14	0.7368	1	20	7	0.35	1	11	5	0.4545
29177938	29178066	128	23	3	1	20	15	0.75	1	21	7	0.3333	1	11	5	0.4545
29178066	29178126	60	23	3	1	20	15	0.75	1	21	7	0.3333	1	11	5	0.4545
29178126	29178160	34	23	3	1	20	15	0.75	1	21	7	0.3333	1	11	5	0.4545
29178160	29178317	157	24	3	1	20	15	0.75	1	21	7	0.3333	1	11	5	0.4545
29178317	29178362	45	24	3	1	20	15	0.75	1	21	7	0.3333	1	11	5	0.4545
29178362	29178366	4	24	3	1	20	15	0.75	1	21	7	0.3333	1	11	5	0.4545
29178366	29178444	78	25	3	1	21	16	0.7619	1	22	7	0.3182	1	11	5	0.4545
29178444	29180104	1660	34	3	1	28	20	0.7143	1	30	11	0.3667	1	16	7	0.4375
29180104	29180205	101	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180205	29180213	8	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180213	29180258	45	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180258	29180347	89	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180347	29180415	68	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180415	29180552	137	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180552	29180727	175	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180727	29180864	137	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180864	29180902	38	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29180902	29181005	103	32	3	1	27	19	0.7037	1	29	11	0.3793	1	15	7	0.4667
29181005	29181123	118	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181123	29181150	27	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181150	29181253	103	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181253	29181342	89	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181342	29181381	39	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181381	29181396	15	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181396	29181518	122	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181518	29181534	16	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181534	29181536	2	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181536	29181539	3	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181539	29181584	45	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181584	29181593	9	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181593	29181715	122	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181715	29181720	5	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181720	29181922	202	31	3	1	27	19	0.7037	1	28	10	0.3571	1	15	7	0.4667
29181922	29182524	602	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182524	29182625	101	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182625	29182644	19	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182644	29182653	9	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182653	29182732	79	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182732	29182778	46	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182778	29182784	6	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182784	29182787	3	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29182787	29183024	237	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29183024	29183068	44	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29183068	29183106	38	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29183142	29183366	224	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29183366	29183375	9	32	3	1	29	19	0.6552	1	29	11	0.3793	1	16	8	0.5
29183375	29183771	396	33	3	1	30	19	0.6333	1	30	12	0.4	1	16	8	0.5
29183771	29183821	50	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29183821	29183892	71	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29183892	29183928	36	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29183928	29184001	73	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29184001	29184021	20	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29184021	29184038	17	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29184038	29184056	18	32	3	1	29	18	0.6207	1	29	12	0.4138	1	15	8	0.5333
29184056	29184301	245	33	3	1	29	18	0.6207	1	30	13	0.4333	1	15	8	0.5333
29184301	29184370	69	33	3	1	29	18	0.6207	1	30	13	0.4333	1	15	8	0.5333
29184370	29184570	200	34	3	1	29	18	0.6207	1	30	13	0.4333	1	15	8	0.5333
29184570	29185717	1147	44	3	1	31	19	0.6129	1	31	14	0.4516	1	16	8	0.5
29185717	29186354	637	44	3	1	31	19	0.6129	1	31	14	0.4516	1	16	8	0.5
29186354	29186585	231	45	3	1	31	19	0.6129	1	31	14	0.4516	1	16	8	0.5
29186585	29186640	55	45	3	1	31	19	0.6129	1	31	14	0.4516	1	16	8	0.5
