chromosome	tool	competitor_ps	competitor_accuracy	competitor_reads	competitor_discordant_reads	gap_start	gap_end	gap_bp	left_graph_ps	right_graph_ps	truth_hets	shared_hets	catalog_sites	graph_candidates	graph_phased_sites	private_sites	competitor_phased_sites	clean_het_snps	clean_het_indels	repeat_het_indels	filtered_ref_only	filtered_high_af	filtered_low_af	filtered_low_depth	filtered_no_reads	primary_reason
chr12	whatshap	48706770	0.9959	4097	17	48721752	48779495	57743	48710950	48779495	5	7	624	19	1	0	6	1	0	22	576	24	9	0	0	block_stitching
chr12	whatshap	21226317	1.0	3462	0	21555274	21605811	50537	21520197	21605811	3	3	647	11	1	0	3	2	0	11	620	19	1	0	0	block_stitching
chr12	whatshap	113877375	0.996	6801	27	115324804	115374567	49763	115321090	115390318	3	3	780	9	2	0	3	2	0	8	745	13	17	0	1	block_stitching
chr12	whatshap	113877375	0.996	6801	27	113944129	113992649	48520	113883045	113976310	10	12	917	14	2	0	6	2	1	12	757	138	7	13	11	block_stitching
chr12	whatshap	26656660	0.997	5033	15	26664531	26712777	48246	26657598	26722053	9	8	584	9	0	0	6	0	0	10	553	21	3	0	0	repeat_indels_excluded
chr12	whatshap	21226317	1.0	3462	0	21473633	21520197	46564	21297420	21520197	3	3	619	4	0	0	3	2	0	2	591	22	3	0	0	clean_candidate_unphased
chr12	whatshap	44471515	0.9972	3952	11	44498878	44543246	44368	44471515	44543246	3	4	559	5	0	0	3	0	0	6	549	1	4	0	0	repeat_indels_excluded
chr12	whatshap	516773	0.9953	6213	29	1861231	1905447	44216	1612109	1905447	2	2	593	2	1	0	2	1	0	1	588	3	1	0	0	block_stitching
chr12	whatshap	97370965	0.997	984	3	97378951	97421383	42432	97370965	97425743	6	5	503	12	0	2	5	1	0	12	488	1	7	0	0	clean_candidate_unphased
chr12	whatshap	128607742	0.9983	4224	7	129345515	129386314	40799	128733401	129390056	2	1	635	3	1	0	1	1	0	2	609	25	0	1	0	block_stitching
chr12	whatshap	68061404	0.9959	4668	19	68421680	68462321	40641	68061404	68462321	3	3	525	10	1	1	2	1	0	10	512	2	4	0	0	block_stitching
chr12	whatshap	41912119	0.9956	4054	18	42182585	42222250	39665	42146984	42232108	3	3	655	5	0	0	3	0	0	7	643	4	4	0	0	repeat_indels_excluded
chr12	whatshap	131894154	0.9952	624	3	131983193	132022841	39648	131955227	132022841	3	3	487	8	0	2	3	0	1	8	474	1	6	0	0	clean_candidate_unphased
chr12	whatshap	48706770	0.9959	4097	17	48953350	48992923	39573	48779495	48992923	3	4	309	7	0	0	3	0	0	11	294	3	10	0	0	repeat_indels_excluded
chr12	whatshap	13166071	1.0	2053	0	13594134	13633697	39563	13166071	13617651	2	1	438	3	1	0	1	1	0	2	393	49	0	0	0	block_stitching
chr12	whatshap	55378381	0.9929	1260	9	55494788	55533763	38975	55436166	55516225	6	6	772	5	1	2	6	1	0	5	766	0	1	0	0	block_stitching
chr12	whatshap	55378381	0.9929	1260	9	55389184	55427864	38680	55378381	55436166	5	5	583	7	1	1	3	1	0	7	509	69	0	0	0	block_stitching
chr12	whatshap	124572917	0.9935	5728	37	125571087	125609135	38048	125388534	125609135	4	6	528	2	0	2	5	0	0	2	520	3	4	0	0	repeat_indels_excluded
chr12	whatshap	14548492	0.9927	3146	23	14614161	14650919	36758	14593040	14650919	2	1	521	5	0	0	1	1	0	4	468	47	3	0	0	clean_candidate_unphased
chr12	whatshap	124572917	0.9935	5728	37	125879755	125915690	35935	125609135	125920680	3	4	470	3	0	0	3	0	0	4	452	14	2	0	0	repeat_indels_excluded
chr12	whatshap	43783842	0.9947	2276	12	43806602	43842492	35890	43783841	43843417	4	4	528	9	1	0	4	0	1	9	513	3	5	0	0	block_stitching
chr12	whatshap	49829339	0.9984	7481	12	49947042	49982739	35697	49904294	49983466	5	1	396	8	0	0	1	0	0	9	377	10	12	2	0	repeat_indels_excluded
chr12	whatshap	86729978	0.9917	844	7	86830053	86865523	35470	86791672	86855534	4	3	579	8	1	0	3	1	0	8	569	1	3	0	0	block_stitching
chr12	whatshap	29693044	1.0	1497	0	29694358	29728273	33915	29693043	29735657	2	1	670	1	0	0	1	0	0	1	667	0	4	0	0	repeat_indels_excluded
chr12	whatshap	44471515	0.9972	3952	11	45121638	45155523	33885	44543246	45155523	5	4	414	4	0	0	4	0	0	4	406	2	3	0	0	repeat_indels_excluded
chr12	whatshap	130506653	0.9985	4589	7	131021291	131054942	33651	130700747	131055807	3	2	617	2	0	1	2	0	0	2	611	3	1	0	0	repeat_indels_excluded
chr12	whatshap	21226317	1.0	3462	0	21263902	21297420	33518	21229205	21297420	1	1	481	2	0	1	1	0	0	2	409	72	0	1	0	repeat_indels_excluded
chr12	whatshap	18245713	0.997	8745	26	20215441	20248831	33390	19714333	20251383	2	2	405	5	0	0	1	0	0	9	358	40	9	0	0	repeat_indels_excluded
chr12	whatshap	8248466	0.9953	3822	18	8993812	9026863	33051	8701984	9032347	2	2	377	3	1	0	2	1	0	2	373	1	0	0	0	block_stitching
chr12	whatshap	3937361	0.9957	1852	8	4327635	4360209	32574	3937361	4360209	2	2	462	6	0	0	2	0	0	6	452	1	6	0	0	repeat_indels_excluded
chr12	whatshap	41912119	0.9956	4054	18	42114546	42146984	32438	41912119	42146984	3	3	415	5	0	0	2	0	0	6	407	4	3	0	0	repeat_indels_excluded
chr12	whatshap	18245713	0.997	8745	26	20273586	20305124	31538	20251383	20305124	2	2	460	4	0	0	1	0	0	4	449	7	0	0	0	repeat_indels_excluded
chr12	whatshap	22787334	0.9995	1966	1	23079903	23110923	31020	22787334	23121221	2	1	295	2	0	0	1	0	0	3	289	3	2	0	0	repeat_indels_excluded
chr12	whatshap	51758759	0.9957	691	3	51805217	51835817	30600	51758759	51853315	2	1	404	2	1	0	1	1	0	1	393	1	9	0	0	block_stitching
chr12	whatshap	44471515	0.9972	3952	11	45166366	45196016	29650	45155523	45196016	1	1	376	5	0	0	1	0	0	8	367	1	4	0	0	repeat_indels_excluded
chr12	whatshap	109005512	1.0	2858	0	109658890	109687437	28547	109005512	109689312	5	5	369	6	0	0	5	2	0	4	358	2	4	0	0	clean_candidate_unphased
chr12	whatshap	101530595	0.996	1729	7	101605481	101633408	27927	101532168	101633408	2	2	399	3	0	0	1	0	0	3	372	27	0	1	0	repeat_indels_excluded
chr12	whatshap	128607742	0.9983	4224	7	129490069	129517639	27570	129390056	129521465	1	1	400	2	0	0	1	0	0	2	350	51	1	0	0	repeat_indels_excluded
chr12	whatshap	23298149	0.996	3504	14	23757924	23785124	27200	23256978	23785124	2	2	327	4	0	1	2	1	0	3	298	25	3	0	0	clean_candidate_unphased
chr12	whatshap	41912119	0.9956	4054	18	42236067	42262833	26766	42232108	42262833	4	4	332	5	0	0	4	0	0	7	322	0	5	0	0	repeat_indels_excluded
chr12	whatshap	124572917	0.9935	5728	37	125928910	125955433	26523	125920680	125955433	6	5	414	9	0	0	3	1	0	14	399	3	10	0	1	clean_candidate_unphased
chr12	whatshap	56621636	1.0	3782	0	56951919	56978140	26221	56625505	56978140	2	2	234	3	0	0	2	0	0	3	228	2	2	0	0	repeat_indels_excluded
chr12	whatshap	86729978	0.9917	844	7	86765932	86791672	25740	86745735	86791672	1	1	317	2	0	0	1	0	0	2	314	0	1	0	0	repeat_indels_excluded
chr12	whatshap	81092816	1.0	958	0	81101421	81127126	25705	81092816	81127402	0	0	367	0	0	0	0	0	0	0	366	0	1	0	0	catalog_site_not_candidate
chr12	whatshap	23298149	0.996	3504	14	23833971	23858836	24865	23785124	23858836	4	2	385	4	0	0	0	0	0	5	378	10	1	2	0	repeat_indels_excluded
chr12	whatshap	79152628	0.9933	596	4	79243920	79268544	24624	79152628	79270100	1	1	285	3	0	0	1	0	0	4	255	26	2	0	0	repeat_indels_excluded
chr12	whatshap	124572917	0.9935	5728	37	125364026	125388534	24508	125064983	125388534	0	0	291	0	0	0	0	0	0	0	274	17	0	0	0	catalog_site_not_candidate
chr12	whatshap	107884588	0.9911	4626	41	108939730	108963909	24179	107884588	108963909	1	1	361	2	0	0	1	0	0	4	356	2	1	0	0	repeat_indels_excluded
chr12	whatshap	131894154	0.9952	624	3	131920889	131944887	23998	131907627	131955227	2	1	309	7	0	0	1	0	0	9	299	1	5	0	0	repeat_indels_excluded
chr12	whatshap	56226866	0.9986	1435	2	56338270	56362234	23964	56293152	56365135	5	4	232	10	0	0	4	0	0	12	212	4	10	0	0	repeat_indels_excluded
chr12	whatshap	112802342	0.9948	3834	20	113354298	113378104	23806	112802342	113378104	3	3	333	8	0	0	2	1	0	9	315	6	8	1	0	clean_candidate_unphased
chr12	whatshap	120369904	1.0	3640	0	121256761	121280056	23295	120377082	121280056	3	3	333	3	0	1	3	0	0	3	327	1	3	0	0	repeat_indels_excluded
chr12	whatshap	51758759	0.9957	691	3	51902847	51926107	23260	51853315	51926107	1	1	231	3	0	0	1	0	0	4	227	0	2	0	0	repeat_indels_excluded
chr12	whatshap	112802342	0.9948	3834	20	113600698	113623816	23118	113378104	113623816	3	3	347	3	0	0	2	0	0	4	340	6	1	0	1	repeat_indels_excluded
chr12	whatshap	2015747	0.9967	910	3	2030274	2052322	22048	2014545	2059247	0	0	299	1	0	0	0	0	0	2	295	0	4	0	0	repeat_indels_excluded
chr12	whatshap	94509663	0.9984	9735	16	96381641	96403552	21911	95813559	96403552	0	0	281	2	0	0	0	0	0	3	249	32	0	1	0	repeat_indels_excluded
chr12	whatshap	64010101	0.9908	1515	14	64080957	64102459	21502	64070387	64110030	1	0	218	0	0	0	0	0	0	0	218	0	0	0	0	catalog_site_not_candidate
chr12	whatshap	516773	0.9953	6213	29	1582019	1603397	21378	859855	1612109	2	1	336	2	0	0	0	0	0	3	327	9	0	1	0	repeat_indels_excluded
chr12	whatshap	48706770	0.9959	4097	17	48997884	49019258	21374	48992923	49031669	1	1	158	2	0	0	1	0	0	3	153	1	2	0	0	repeat_indels_excluded
chr12	whatshap	21226317	1.0	3462	0	21662343	21683588	21245	21661964	21683586	0	0	252	2	1	0	0	0	0	2	248	0	2	0	0	block_stitching
chr12	whatshap	74876286	0.999	3855	4	75204598	75225703	21105	75173819	75232062	3	3	218	1	0	1	3	0	0	1	216	1	0	0	0	repeat_indels_excluded
chr12	whatshap	74876286	0.999	3855	4	75148081	75169039	20958	74920741	75173819	0	0	246	1	0	0	0	0	0	1	214	34	0	1	0	repeat_indels_excluded
chr12	whatshap	8248466	0.9953	3822	18	8381294	8402164	20870	8286940	8404941	1	1	422	2	0	0	1	0	0	2	355	64	4	0	0	repeat_indels_excluded
chr12	whatshap	43783842	0.9947	2276	12	43874898	43895653	20755	43843417	43908809	1	1	275	3	0	0	1	0	0	3	272	0	1	0	0	repeat_indels_excluded
chr12	whatshap	113877375	0.996	6801	27	114889774	114910453	20679	114571923	114924471	0	0	290	1	0	0	0	0	0	1	255	34	0	1	0	repeat_indels_excluded
chr12	whatshap	57871670	0.9967	3604	12	57925210	57945851	20641	57875794	57949476	2	2	258	2	0	0	0	0	0	5	254	2	0	0	0	repeat_indels_excluded
chr12	whatshap	43783842	0.9947	2276	12	43945661	43966295	20634	43908809	43975492	0	0	229	2	0	0	0	0	0	2	227	0	0	0	0	repeat_indels_excluded
chr12	whatshap	87227486	0.9946	6164	33	87242489	87262488	19999	87227486	87262488	1	0	292	5	0	0	0	0	0	6	287	0	1	0	0	repeat_indels_excluded
chr12	whatshap	87227486	0.9946	6164	33	88103483	88123462	19979	87757052	88123461	0	0	203	2	0	0	0	0	0	4	200	1	1	0	0	repeat_indels_excluded
chr12	whatshap	107617590	0.9984	625	1	107624124	107643866	19742	107617590	107653833	2	2	228	3	0	0	0	0	0	5	217	8	2	0	0	repeat_indels_excluded
chr12	whatshap	64010101	0.9908	1515	14	64050910	64070387	19477	64013748	64070387	0	1	211	4	0	0	1	0	0	4	207	1	2	0	0	repeat_indels_excluded
chr12	whatshap	40493795	1.0	1021	0	40555554	40574501	18947	40493795	40574501	1	1	257	1	0	0	0	0	0	1	227	30	0	1	0	repeat_indels_excluded
chr12	whatshap	14548492	0.9927	3146	23	14574410	14593041	18631	14548492	14593040	0	0	317	3	1	0	0	0	0	3	267	45	1	0	0	block_stitching
chr12	whatshap	72401267	1.0	1784	0	72702954	72721435	18481	72401267	72733778	0	0	231	0	0	0	0	0	0	0	227	3	3	0	0	catalog_site_not_candidate
chr12	whatshap	40342650	0.9983	605	1	40400850	40419330	18480	40342650	40419983	0	0	259	0	0	0	0	0	0	0	258	0	1	0	0	catalog_site_not_candidate
chr12	whatshap	98775768	0.9998	6550	1	98899411	98917671	18260	98775768	98931012	1	1	190	1	0	1	1	0	0	1	187	2	0	0	0	repeat_indels_excluded
chr12	whatshap	124572917	0.9935	5728	37	124796413	124814425	18012	124613904	124831165	1	1	278	1	0	0	1	0	0	1	254	24	0	0	0	repeat_indels_excluded
chr12	whatshap	54849449	0.9979	2399	5	55318625	55336476	17851	55302341	55349124	1	0	287	2	0	0	0	0	0	7	283	1	0	0	0	repeat_indels_excluded
chr12	whatshap	23298149	0.996	3504	14	24007406	24025010	17604	23992113	24036248	3	1	268	3	1	0	1	2	0	1	239	27	0	0	0	block_stitching
chr12	whatshap	24071938	0.9995	4223	2	24106886	24124230	17344	24080947	24129119	0	0	251	0	0	0	0	0	0	0	247	3	1	0	0	catalog_site_not_candidate
chr12	whatshap	26656660	0.997	5033	15	27291687	27308951	17264	26722053	27308951	4	3	203	3	0	0	1	0	0	4	179	20	5	1	0	repeat_indels_excluded
chr12	whatshap	82917208	1.0	633	0	82982632	82999465	16833	82921558	82999465	1	0	302	3	0	0	0	0	0	4	296	3	1	0	0	repeat_indels_excluded
chr12	whatshap	113877375	0.996	6801	27	114549268	114566057	16789	113976310	114571923	3	3	299	4	0	0	3	2	0	2	293	0	1	0	0	clean_candidate_unphased
chr12	whatshap	516773	0.9953	6213	29	833447	850059	16612	776600	859855	1	0	188	1	0	0	0	0	0	1	185	3	1	0	0	repeat_indels_excluded
chr12	whatshap	41912119	0.9956	4054	18	42668404	42684873	16469	42262833	42686879	1	1	275	1	0	0	0	0	0	2	229	48	1	1	0	repeat_indels_excluded
chr12	whatshap	22283842	0.9957	2091	9	22429778	22445431	15653	22321325	22454608	4	2	167	5	0	0	1	0	0	6	162	1	0	0	0	repeat_indels_excluded
chr12	whatshap	516773	0.9953	6213	29	756080	771534	15454	516773	776600	1	1	176	1	0	0	1	0	0	1	174	0	1	0	0	repeat_indels_excluded
chr12	whatshap	97600354	0.9926	4980	37	98354085	98369322	15237	97600354	98378528	1	1	193	2	0	0	0	0	0	2	164	29	0	0	0	repeat_indels_excluded
chr12	whatshap	23298149	0.996	3504	14	23976939	23992113	15174	23858836	23992113	2	3	200	5	0	0	2	0	0	7	179	20	1	1	0	repeat_indels_excluded
chr12	whatshap	11450380	0.9994	7009	4	12188747	12203352	14605	12124498	12203352	0	0	247	1	0	0	0	0	0	1	222	18	7	1	0	repeat_indels_excluded
chr12	whatshap	21226317	1.0	3462	0	21647582	21661964	14382	21605811	21661964	0	0	133	1	0	0	0	0	0	1	131	1	1	0	0	repeat_indels_excluded
chr12	whatshap	7381521	0.9991	3387	3	8169830	8183801	13971	7969637	8183789	2	1	221	3	1	0	1	0	0	3	215	2	1	0	0	block_stitching
chr12	whatshap	30826621	0.9992	15850	12	30943043	30956528	13485	30826621	30966265	0	0	242	1	0	0	0	0	0	1	241	0	1	0	0	repeat_indels_excluded
chr12	whatshap	7381521	0.9991	3387	3	7952408	7965829	13421	7381521	7969637	0	1	246	1	0	0	0	0	0	1	209	37	2	1	1	repeat_indels_excluded
chr12	whatshap	8248466	0.9953	3822	18	8688810	8701999	13189	8404941	8701984	3	2	179	6	2	0	2	2	0	4	169	6	4	0	0	block_stitching
chr12	whatshap	11450380	0.9994	7009	4	12817103	12829502	12399	12569852	12840984	3	4	173	8	1	0	3	3	0	8	162	3	3	1	0	block_stitching
chr12	whatshap	94509663	0.9984	9735	16	94671884	94683651	11767	94509663	94683651	0	0	245	1	0	0	0	0	0	1	234	9	1	0	0	repeat_indels_excluded
chr12	whatshap	49829339	0.9984	7481	12	51296213	51307931	11718	50621186	51317352	1	1	135	3	0	0	1	0	0	3	129	1	3	0	0	repeat_indels_excluded
chr12	whatshap	97600354	0.9926	4980	37	98564272	98575654	11382	98378528	98591573	0	0	148	0	0	0	0	0	0	0	139	7	2	0	0	catalog_site_not_candidate
chr12	whatshap	103465161	0.9998	5428	1	103668153	103679217	11064	103465161	103691597	0	0	124	1	0	0	0	0	0	1	122	0	2	0	0	repeat_indels_excluded
chr12	whatshap	14548492	0.9927	3146	23	15197217	15208103	10886	14650919	15208103	0	0	100	2	0	0	0	0	0	3	99	0	0	0	0	repeat_indels_excluded
chr12	whatshap	11450380	0.9994	7009	4	12542779	12553491	10712	12203352	12569852	1	1	145	1	0	0	1	0	0	1	143	0	2	0	0	repeat_indels_excluded
chr12	whatshap	87227486	0.9946	6164	33	88367325	88378031	10706	88123461	88391655	1	1	129	1	0	0	0	0	0	1	126	2	2	0	0	repeat_indels_excluded
chr12	whatshap	62813954	0.9988	5148	6	63161300	63171996	10696	62814727	63183980	0	0	154	0	0	0	0	0	0	0	150	1	3	0	0	catalog_site_not_candidate
chr12	whatshap	128607742	0.9983	4224	7	128718146	128728429	10283	128607741	128733401	0	0	137	0	0	0	0	0	0	0	127	10	0	0	0	catalog_site_not_candidate
chr12	whatshap	11450380	0.9994	7009	4	13022146	13032022	9876	12840984	13039039	2	2	96	2	0	0	1	0	0	2	94	2	0	0	0	repeat_indels_excluded
chr12	whatshap	54849449	0.9979	2399	5	55255646	55265307	9661	54858055	55275151	2	1	123	2	0	0	1	1	0	1	121	0	0	0	0	clean_candidate_unphased
chr12	whatshap	54849449	0.9979	2399	5	55292885	55302341	9456	55275151	55302341	1	0	161	0	0	0	0	0	0	0	155	8	0	0	0	catalog_site_not_candidate
chr12	whatshap	42866345	0.9978	925	2	42893285	42902689	9404	42874413	42910889	0	0	105	0	0	0	0	0	0	0	84	21	0	0	0	catalog_site_not_candidate
chr12	whatshap	4942049	1.0	2133	0	5411034	5419503	8469	4942049	5430202	0	0	105	0	0	0	0	0	0	0	102	2	1	0	0	catalog_site_not_candidate
chr12	whatshap	84964779	0.9998	5131	1	85829276	85837682	8406	84964778	85841907	0	0	148	1	0	0	0	0	0	1	98	50	1	0	0	repeat_indels_excluded
chr12	whatshap	3115178	0.9945	2733	15	3529912	3538260	8348	3115178	3538259	0	0	80	1	1	0	0	0	0	1	78	0	1	0	0	block_stitching
chr12	whatshap	88672112	0.991	2117	19	88964514	88972521	8007	88750349	88977373	4	2	76	3	0	0	2	0	0	4	72	2	1	0	0	repeat_indels_excluded
chr12	whatshap	2015747	0.9967	910	3	2138782	2146703	7921	2059247	2156222	0	0	89	0	0	0	0	0	0	0	89	0	0	0	0	catalog_site_not_candidate
chr12	whatshap	80698761	0.9953	1274	6	80779184	80786946	7762	80698761	80786946	3	3	82	2	0	0	2	0	0	2	73	12	1	1	0	repeat_indels_excluded
chr12	whatshap	113877375	0.996	6801	27	115296174	115303511	7337	114924471	115321090	2	2	137	5	0	0	1	0	0	6	125	2	7	0	0	repeat_indels_excluded
chr12	whatshap	20353640	0.9972	3182	9	20565323	20571820	6497	20481712	20588454	1	1	100	1	0	0	1	0	0	1	99	0	1	0	0	repeat_indels_excluded
chr12	whatshap	56621636	1.0	3782	0	57234172	57239693	5521	56978140	57250645	1	0	32	0	0	0	0	0	0	0	28	4	0	0	0	catalog_site_not_candidate
chr12	whatshap	124572917	0.9935	5728	37	125060000	125064983	4983	124831165	125064983	1	1	86	3	0	0	1	0	0	3	61	19	3	0	0	repeat_indels_excluded
chr12	whatshap	126568848	0.9987	1492	2	126838941	126843370	4429	126568848	126844939	61	1	574	0	0	0	1	0	0	0	484	0	0	2	88	catalog_site_not_candidate
chr12	whatshap	11450380	0.9994	7009	4	12110715	12113809	3094	11464606	12124498	2	0	22	2	0	0	0	1	1	0	19	2	0	0	0	clean_candidate_unphased
chr12	whatshap	124239115	1.0	1069	0	124370617	124373142	2525	124239115	124387741	0	0	41	0	0	0	0	0	0	0	41	0	0	0	0	catalog_site_not_candidate
chr12	whatshap	69160230	0.9995	2044	1	69436659	69439105	2446	69160230	69448254	0	0	28	0	0	0	0	0	0	0	28	0	0	0	0	catalog_site_not_candidate
chr12	whatshap	49829339	0.9984	7481	12	50606612	50609042	2430	49983466	50621186	0	0	15	1	0	0	0	0	0	2	15	0	0	0	0	repeat_indels_excluded
chr12	whatshap	18245713	0.997	8745	26	19703065	19705284	2219	18245667	19714333	2	1	41	1	0	0	0	1	0	0	38	3	0	0	0	clean_candidate_unphased
chr12	whatshap	8248466	0.9953	3822	18	8268190	8269826	1636	8251459	8286940	0	0	32	1	0	0	0	0	0	1	32	0	0	0	0	repeat_indels_excluded
chr12	whatshap	98775768	0.9998	6550	1	99562687	99563665	978	98931012	99572908	1	0	13	1	0	0	0	1	0	0	12	0	0	0	0	clean_candidate_unphased
chr12	whatshap	52975377	0.9975	803	2	53105294	53105956	662	52975377	53102495	1	1	10	1	0	0	1	0	0	2	9	0	0	0	0	repeat_indels_excluded
chr12	whatshap	80016367	0.9983	2874	5	80291691	80291981	290	80036228	80300592	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	catalog_site_not_candidate
chr12	whatshap_opt	62813954	0.9994	5142	3	63758735	63866834	108099	63183980	63878915	27	27	1156	33	3	1	24	8	1	28	1102	12	14	0	0	block_stitching
chr12	whatshap_opt	68061404	0.9959	4670	19	68757844	68841697	83853	68462321	68808608	7	6	1064	18	4	0	6	3	1	16	1028	7	13	0	0	block_stitching
chr12	whatshap_opt	111245009	0.996	5212	21	111261972	111342950	80978	111250305	111342950	6	7	1179	44	6	0	6	10	0	43	1101	6	37	1	0	block_stitching
chr12	whatshap_opt	87227486	0.9946	6166	33	87661162	87735057	73895	87262488	87757052	11	11	1005	21	4	1	10	5	1	16	975	8	7	2	0	block_stitching
chr12	whatshap_opt	94509663	0.9989	9737	11	95750003	95822767	72764	94683651	95813559	10	12	827	19	2	0	9	2	0	20	759	51	12	1	0	block_stitching
chr12	whatshap_opt	49829339	0.9983	7477	13	49840592	49901233	60641	49829339	49904294	5	5	991	5	2	0	4	2	0	3	903	84	2	0	0	block_stitching
chr12	whatshap_opt	122589654	0.9917	968	8	122737235	122795658	58423	122667395	122803362	9	9	757	16	2	2	8	2	0	15	731	10	7	1	0	block_stitching
chr12	whatshap_opt	48706770	0.9961	4100	16	48721752	48779495	57743	48710950	48779495	5	7	624	19	1	0	6	1	0	22	576	24	9	0	0	block_stitching
chr12	whatshap_opt	21226317	0.9983	3473	6	21555274	21605811	50537	21520197	21605811	3	3	647	11	1	0	3	2	0	11	620	19	1	0	0	block_stitching
chr12	whatshap_opt	88672112	0.9943	2118	12	88697394	88744635	47241	88682789	88750349	6	5	508	10	0	0	3	0	0	11	490	4	11	2	0	repeat_indels_excluded
chr12	whatshap_opt	47157890	0.9979	3788	8	47636066	47683118	47052	47558144	47689100	3	3	518	5	1	0	2	1	0	4	483	35	0	0	0	block_stitching
chr12	whatshap_opt	21226317	0.9983	3473	6	21473633	21520197	46564	21297420	21520197	3	3	619	4	0	0	3	2	0	2	591	22	3	0	0	clean_candidate_unphased
chr12	whatshap_opt	102497615	0.9927	4237	31	102865632	102911774	46142	102530351	102894841	1	3	608	4	1	0	2	1	0	3	599	1	6	0	0	block_stitching
chr12	whatshap_opt	44471515	0.9972	3952	11	44498878	44543246	44368	44471515	44543246	3	4	559	5	0	0	3	0	0	6	549	1	4	0	0	repeat_indels_excluded
chr12	whatshap_opt	516773	0.9995	6146	3	1861231	1905447	44216	1612109	1905447	2	2	593	2	1	0	2	1	0	1	588	3	1	0	0	block_stitching
chr12	whatshap_opt	6864348	0.9927	545	4	6881085	6924734	43649	6864348	6934269	27	33	764	24	1	1	20	3	0	23	554	187	5	5	19	block_stitching
chr12	whatshap_opt	65929643	0.9986	7113	10	67027793	67070984	43191	66197743	67070984	3	2	501	4	0	0	2	0	0	5	468	31	2	1	0	repeat_indels_excluded
chr12	whatshap_opt	97370965	0.997	984	3	97378951	97421383	42432	97370965	97425743	6	5	503	12	0	2	5	1	0	12	488	1	7	0	0	clean_candidate_unphased
chr12	whatshap_opt	128607742	0.9991	4225	4	129345515	129386314	40799	128733401	129390056	2	1	635	3	1	0	1	1	0	2	609	25	0	1	0	block_stitching
chr12	whatshap_opt	78793157	0.9978	918	2	78927554	78968346	40792	78793157	78949346	7	7	466	6	1	0	4	2	0	5	443	23	6	2	0	block_stitching
chr12	whatshap_opt	68061404	0.9959	4670	19	68421680	68462321	40641	68061404	68462321	3	3	525	10	1	1	2	1	0	10	512	2	4	0	0	block_stitching
chr12	whatshap_opt	16513785	0.9994	5171	3	17167993	17208561	40568	16935942	17208561	3	4	544	10	0	0	3	2	0	9	534	0	7	0	0	clean_candidate_unphased
chr12	whatshap_opt	41912119	0.9968	4053	13	42182585	42222250	39665	42146984	42232108	3	3	655	5	0	0	3	0	0	7	643	4	4	0	0	repeat_indels_excluded
chr12	whatshap_opt	131894154	0.9952	625	3	131983193	132022841	39648	131955227	132022841	3	3	487	8	0	2	3	0	1	8	474	1	6	0	0	clean_candidate_unphased
chr12	whatshap_opt	48706770	0.9961	4100	16	48953350	48992923	39573	48779495	48992923	3	4	309	7	0	0	3	0	0	11	294	3	10	0	0	repeat_indels_excluded
chr12	whatshap_opt	13166071	1.0	2053	0	13594134	13633697	39563	13166071	13617651	2	1	438	3	1	0	1	1	0	2	393	49	0	0	0	block_stitching
chr12	whatshap_opt	55378381	0.9936	1259	8	55494788	55533763	38975	55436166	55516225	6	6	772	5	1	2	6	1	0	5	766	0	1	0	0	block_stitching
chr12	whatshap_opt	55378381	0.9936	1259	8	55389184	55427864	38680	55378381	55436166	5	5	583	7	1	1	3	1	0	7	509	69	0	0	0	block_stitching
chr12	whatshap_opt	124572917	0.9967	5749	19	125571087	125609135	38048	125388534	125609135	4	6	528	2	0	2	3	0	0	2	520	3	4	0	0	repeat_indels_excluded
chr12	whatshap_opt	14548492	0.994	3161	19	14614161	14650919	36758	14593040	14650919	2	1	521	5	0	0	1	1	0	4	468	47	3	0	0	clean_candidate_unphased
chr12	whatshap_opt	124572917	0.9967	5749	19	125879755	125915690	35935	125609135	125920680	3	4	470	3	0	0	2	0	0	4	452	14	2	0	0	repeat_indels_excluded
chr12	whatshap_opt	43783842	0.9947	2276	12	43806602	43842492	35890	43783841	43843417	4	4	528	9	1	0	4	0	1	9	513	3	5	0	0	block_stitching
chr12	whatshap_opt	49829339	0.9983	7477	13	49947042	49982739	35697	49904294	49983466	5	1	396	8	0	0	1	0	0	9	377	10	12	2	0	repeat_indels_excluded
chr12	whatshap_opt	51966331	0.9963	2186	8	52072854	52108512	35658	51966331	52108512	3	2	567	5	0	0	1	0	0	6	556	5	4	1	0	repeat_indels_excluded
chr12	whatshap_opt	29693044	1.0	1497	0	29694358	29728273	33915	29693043	29735657	2	1	670	1	0	0	1	0	0	1	667	0	4	0	0	repeat_indels_excluded
chr12	whatshap_opt	55658302	0.9915	704	6	55689831	55723719	33888	55658302	55730194	3	3	288	4	1	0	2	1	0	4	274	5	11	0	0	block_stitching
chr12	whatshap_opt	44471515	0.9972	3952	11	45121638	45155523	33885	44543246	45155523	5	4	414	4	0	0	4	0	0	4	406	2	3	0	0	repeat_indels_excluded
chr12	whatshap_opt	47157890	0.9979	3788	8	47524269	47558144	33875	47157890	47558144	1	1	386	2	0	1	1	0	0	2	337	49	1	0	0	repeat_indels_excluded
chr12	whatshap_opt	130506653	0.9985	4593	7	131021291	131054942	33651	130700747	131055807	3	2	617	2	0	1	1	0	0	2	611	3	1	0	0	repeat_indels_excluded
