region	CHROM	GAP_LEFT	GAP_RIGHT	TIER	WINDOW_BEG	WINDOW_END	NEW_SITES	MSA_HET_SNPS	MSA_HET_INDELS	LEFT_LINK	RIGHT_LINK	READS_ADDED	STATUS
chr20_56881860_56909075	CHM13#0#chr20	56880401	56909075	1	56831860	56959075	0	0	0	1	1	0	partial
chr20_56881860_56909075	CHM13#0#chr20	56880401	56909075	2	56831860	56959075	1	1	0	1	1	5	joined
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	1	57037239	57169478	0	0	0	1	1	0	partial
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	2	57037239	57169478	1	1	0	1	1	23	partial
chr20_57087239_57119478	CHM13#0#chr20	57085410	57123860	3	57037239	57169478	12	4	7	1	1	0	partial
chr20_57667169_57688923	CHM13#0#chr20	57622766	57661366	1	57617169	57711366	0	0	0	1	1	0	partial
chr20_57667169_57688923	CHM13#0#chr20	57622766	57661366	2	57617169	57711366	1	0	0	1	1	0	partial
chr20_57667169_57688923	CHM13#0#chr20	57622766	57661366	3	57617169	57711366	11	0	1	1	1	0	partial
chr20_57667169_57688923	CHM13#0#chr20	57667169	57688923	1	57617169	57738923	0	0	0	1	1	0	partial
chr20_57667169_57688923	CHM13#0#chr20	57667169	57688923	2	57617169	57738923	0	0	0	1	1	0	partial
chr20_57667169_57688923	CHM13#0#chr20	57667169	57688923	3	57617169	57738923	6	0	3	1	1	0	partial
chr20_57764235_57785772	CHM13#0#chr20	57764235	57785772	1	57714235	57835772	0	0	0	1	1	0	partial
chr20_57764235_57785772	CHM13#0#chr20	57764235	57785772	2	57714235	57835772	0	0	0	1	1	0	partial
chr20_57764235_57785772	CHM13#0#chr20	57764235	57785772	3	57714235	57835772	13	0	12	1	1	0	joined
chr20_57841772_57866713	CHM13#0#chr20	57841772	57866713	1	57791772	57916713	0	0	0	1	1	0	partial
chr20_57841772_57866713	CHM13#0#chr20	57841772	57866713	2	57791772	57916713	0	0	0	1	1	0	partial
chr20_57841772_57866713	CHM13#0#chr20	57841772	57866713	3	57791772	57916713	3	0	3	1	1	0	joined
chr20_57911734_57934951	CHM13#0#chr20	57911734	57934951	1	57861734	57984951	0	0	0	1	1	0	partial
chr20_57911734_57934951	CHM13#0#chr20	57911734	57934951	2	57861734	57984951	0	0	0	1	1	0	partial
chr20_57911734_57934951	CHM13#0#chr20	57911734	57934951	3	57861734	57984951	7	0	7	1	1	0	joined
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	1	58342336	58441091	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	2	58342336	58441091	2	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58366458	58391091	3	58342336	58441091	16	0	11	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58392336	58419975	1	58342336	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58392336	58419975	2	58342336	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58392336	58419975	3	58342336	58469975	8	0	7	1	1	0	joined
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	1	58371174	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	2	58371174	58469975	0	0	0	1	1	0	partial
chr20_58392336_58419975	CHM13#0#chr20	58421174	58452672	3	58371174	58469975	14	0	8	1	1	0	partial
chr20_58703912_58758263	CHM13#0#chr20	58703912	58747200	1	58653912	58797200	0	0	0	1	1	0	partial
chr20_58703912_58758263	CHM13#0#chr20	58703912	58747200	2	58653912	58797200	2	0	0	1	1	0	partial
chr20_58703912_58758263	CHM13#0#chr20	58703912	58747200	3	58653912	58797200	32	0	23	1	1	0	joined
chr20_59825454_59867460	CHM13#0#chr20	59825454	59850389	1	59775454	59900389	0	0	0	1	1	0	partial
chr20_59825454_59867460	CHM13#0#chr20	59825454	59850389	2	59775454	59900389	0	0	0	1	1	0	partial
chr20_59825454_59867460	CHM13#0#chr20	59825454	59850389	3	59775454	59900389	10	0	8	1	1	0	joined
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	1	59983052	60106028	0	0	0	1	1	0	partial
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	2	59983052	60106028	1	0	0	1	1	0	partial
chr20_60033052_60056028	CHM13#0#chr20	60033052	60058235	3	59983052	60106028	11	0	7	1	1	0	joined
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	1	60013142	60108235	0	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	2	60013142	60108235	1	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60033052	60058235	3	60013142	60108235	11	0	7	1	1	0	joined
chr20_60063142_60114911	CHM13#0#chr20	60090439	60114911	1	60040439	60164911	0	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60090439	60114911	2	60040439	60164911	0	0	0	1	1	0	partial
chr20_60063142_60114911	CHM13#0#chr20	60090439	60114911	3	60040439	60164911	18	0	16	1	1	0	partial
chr20_61664136_61690751	CHM13#0#chr20	61664136	61690751	1	61614136	61740751	0	0	0	1	1	0	partial
chr20_61664136_61690751	CHM13#0#chr20	61664136	61690751	2	61614136	61740751	1	1	0	1	1	20	partial
chr20_61664136_61690751	CHM13#0#chr20	61664136	61690751	3	61614136	61740751	3	1	3	1	1	0	partial
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	1	62360496	62482427	0	0	0	1	1	0	partial
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	2	62360496	62482427	1	1	0	1	1	0	partial
chr20_62410496_62432427	CHM13#0#chr20	62408056	62432427	3	62360496	62482427	1	1	2	1	1	0	partial
chr20_62623253_62637077	CHM13#0#chr20	62623253	62645168	1	62573253	62687077	0	0	0	1	1	0	partial
chr20_62623253_62637077	CHM13#0#chr20	62623253	62645168	2	62573253	62687077	0	0	0	1	1	0	partial
chr20_62623253_62637077	CHM13#0#chr20	62623253	62645168	3	62573253	62687077	13	0	14	1	1	0	joined
chr20_63945865_63969922	CHM13#0#chr20	63945865	63969922	1	63895865	64019922	0	0	0	1	1	0	partial
chr20_63945865_63969922	CHM13#0#chr20	63945865	63969922	2	63895865	64019922	0	0	0	1	1	0	partial
chr20_63945865_63969922	CHM13#0#chr20	63945865	63969922	3	63895865	64019922	6	0	6	1	1	0	joined
chr20_64902581_64905482	CHM13#0#chr20	64902581	64913827	1	64852581	64955482	0	0	0	1	1	0	partial
chr20_64902581_64905482	CHM13#0#chr20	64902581	64913827	2	64852581	64955482	7	0	0	1	1	0	partial
chr20_64902581_64905482	CHM13#0#chr20	64902581	64913827	3	64852581	64955482	14	0	9	1	1	0	partial
chr20_26602087_26651086	CHM13#0#chr20	26623991	26647105	1	26573991	26697105	0	0	0	1	1	2	partial
chr20_26602087_26651086	CHM13#0#chr20	26623991	26647105	2	26573991	26697105	235	223	0	1	1	0	partial
chr20_26602087_26651086	CHM13#0#chr20	26623991	26647105	3	26573991	26697105	76	223	76	1	1	0	partial
chr20_34864445_34893642	CHM13#0#chr20	34864445	34893642	1	34814445	34943642	0	0	0	1	1	0	partial
chr20_34864445_34893642	CHM13#0#chr20	34864445	34893642	2	34814445	34943642	6	0	0	1	1	0	partial
chr20_34864445_34893642	CHM13#0#chr20	34864445	34893642	3	34814445	34943642	8	0	0	1	1	0	partial
chr20_26626247_26651086	CHM13#0#chr20	26624953	26647105	1	26576247	26697105	0	0	0	1	1	2	partial
chr20_26626247_26651086	CHM13#0#chr20	26624953	26647105	2	26576247	26697105	235	223	0	1	1	0	partial
chr20_26626247_26651086	CHM13#0#chr20	26624953	26647105	3	26576247	26697105	76	223	76	1	1	0	partial
chr20_33210466_33233843	CHM13#0#chr20	33210662	33233843	1	33160662	33283843	0	0	0	1	1	0	partial
chr20_33210466_33233843	CHM13#0#chr20	33210662	33233843	2	33160662	33283843	0	0	0	1	1	0	partial
chr20_33210466_33233843	CHM13#0#chr20	33210662	33233843	3	33160662	33283843	12	0	12	1	1	0	joined
chr20_1912570_1913912	CHM13#0#chr20	1897814	1902079	1	1862570	1952079	0	0	0	1	1	0	partial
chr20_1912570_1913912	CHM13#0#chr20	1897814	1902079	2	1862570	1952079	120	117	0	1	1	0	joined
chr20_3786668_3806891	CHM13#0#chr20	3786668	3806891	1	3736668	3856891	0	0	0	1	1	0	partial
chr20_3786668_3806891	CHM13#0#chr20	3786668	3806891	2	3736668	3856891	1	0	0	1	1	0	partial
chr20_3786668_3806891	CHM13#0#chr20	3786668	3806891	3	3736668	3856891	9	0	8	1	1	0	joined
chr20_4011717_4022923	CHM13#0#chr20	4011717	4033448	1	3961717	4072923	0	0	0	1	1	0	partial
chr20_4011717_4022923	CHM13#0#chr20	4011717	4033448	2	3961717	4072923	5	3	0	1	1	1	partial
chr20_4011717_4022923	CHM13#0#chr20	4011717	4033448	3	3961717	4072923	12	3	10	1	1	0	joined
chr20_36032227_36056601	CHM13#0#chr20	36032227	36056601	1	35982227	36106601	0	0	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36032227	36056601	2	35982227	36106601	1	1	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36032227	36056601	3	35982227	36106601	19	1	12	1	1	0	joined
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	1	36009715	36106601	0	0	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	2	36009715	36106601	0	0	0	1	1	0	partial
chr20_36032227_36056601	CHM13#0#chr20	36059715	36083127	3	36009715	36106601	30	0	19	1	1	0	joined
chr20_39838293_39856144	CHM13#0#chr20	39838293	39868811	1	39788293	39906144	0	0	0	1	1	0	partial
chr20_39838293_39856144	CHM13#0#chr20	39838293	39868811	2	39788293	39906144	3	3	0	1	1	6	joined
chr20_42184827_42208160	CHM13#0#chr20	42184827	42208160	1	42134827	42258160	0	0	0	1	1	0	partial
chr20_42184827_42208160	CHM13#0#chr20	42184827	42208160	2	42134827	42258160	1	1	0	1	1	0	partial
chr20_42184827_42208160	CHM13#0#chr20	42184827	42208160	3	42134827	42258160	6	1	5	1	1	0	joined
chr20_46384021_46407462	CHM13#0#chr20	46384021	46407462	1	46334021	46457462	0	0	0	1	1	0	partial
chr20_46384021_46407462	CHM13#0#chr20	46384021	46407462	2	46334021	46457462	0	0	0	1	1	0	partial
chr20_46384021_46407462	CHM13#0#chr20	46384021	46407462	3	46334021	46457462	14	0	13	1	1	0	partial
chr20_46609387_46629630	CHM13#0#chr20	46609387	46629630	1	46559387	46679630	0	0	0	1	1	0	partial
chr20_46609387_46629630	CHM13#0#chr20	46609387	46629630	2	46559387	46679630	0	0	0	1	1	0	partial
chr20_46609387_46629630	CHM13#0#chr20	46609387	46629630	3	46559387	46679630	4	0	3	1	1	0	joined
chr20_46609387_46629630	CHM13#0#chr20	46636707	46663811	1	46586707	46679630	0	0	0	1	1	0	partial
chr20_46609387_46629630	CHM13#0#chr20	46636707	46663811	2	46586707	46679630	0	0	0	1	1	0	partial
chr20_46609387_46629630	CHM13#0#chr20	46636707	46663811	3	46586707	46679630	5	0	5	1	1	0	partial
chr20_47002481_47026671	CHM13#0#chr20	47003866	47026671	1	46953866	47076671	0	0	0	1	1	0	partial
chr20_47002481_47026671	CHM13#0#chr20	47003866	47026671	2	46953866	47076671	3	3	0	1	1	31	partial
chr20_47002481_47026671	CHM13#0#chr20	47003866	47026671	3	46953866	47076671	11	3	10	1	1	0	joined
chr20_49071976_49102876	CHM13#0#chr20	49071976	49102876	1	49021976	49152876	0	0	0	1	1	0	partial
chr20_49071976_49102876	CHM13#0#chr20	49071976	49102876	2	49021976	49152876	1	1	0	1	1	11	joined
chr20_51142695_51165532	CHM13#0#chr20	51142695	51165532	1	51092695	51215532	0	0	0	1	1	0	partial
chr20_51142695_51165532	CHM13#0#chr20	51142695	51165532	2	51092695	51215532	1	0	0	1	1	0	partial
chr20_51142695_51165532	CHM13#0#chr20	51142695	51165532	3	51092695	51215532	6	0	6	1	1	0	joined
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	1	54497514	54619072	0	0	0	1	1	0	partial
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	2	54497514	54619072	2	2	0	1	1	9	partial
chr20_54547514_54590762	CHM13#0#chr20	54547514	54569072	3	54497514	54619072	14	2	13	1	1	0	partial
chr20_54976282_54993445	CHM13#0#chr20	54963049	54988434	1	54926282	55038434	0	0	0	1	1	0	partial
chr20_54976282_54993445	CHM13#0#chr20	54963049	54988434	2	54926282	55038434	8	7	0	1	1	58	joined
chr20_55472966_55492791	CHM13#0#chr20	55472966	55492791	1	55422966	55542791	0	0	0	1	1	0	partial
chr20_55472966_55492791	CHM13#0#chr20	55472966	55492791	2	55422966	55542791	0	0	0	1	1	0	partial
chr20_55472966_55492791	CHM13#0#chr20	55472966	55492791	3	55422966	55542791	15	0	12	1	1	0	joined
chr20_56662188_56679959	CHM13#0#chr20	56658888	56681452	1	56612188	56729959	0	0	0	1	1	0	partial
chr20_56662188_56679959	CHM13#0#chr20	56658888	56681452	2	56612188	56729959	2	2	0	1	1	27	joined
chr20_56880401_56909075	CHM13#0#chr20	56880401	56909075	1	56830401	56959075	0	0	0	1	1	0	partial
chr20_56880401_56909075	CHM13#0#chr20	56880401	56909075	2	56830401	56959075	1	1	0	1	1	5	joined
chr20_61732321_61782778	CHM13#0#chr20	61757551	61782778	1	61707551	61832778	0	0	0	1	1	0	partial
chr20_61732321_61782778	CHM13#0#chr20	61757551	61782778	2	61707551	61832778	1	1	0	1	1	36	joined
chr20_62623253_62645168	CHM13#0#chr20	62623253	62645168	1	62573253	62695168	0	0	0	1	1	0	partial
chr20_62623253_62645168	CHM13#0#chr20	62623253	62645168	2	62573253	62695168	0	0	0	1	1	0	partial
chr20_62623253_62645168	CHM13#0#chr20	62623253	62645168	3	62573253	62695168	13	0	14	1	1	0	joined
chr20_64128828_64144962	CHM13#0#chr20	64128828	64155215	1	64078828	64194962	0	0	0	1	1	0	partial
chr20_64128828_64144962	CHM13#0#chr20	64128828	64155215	2	64078828	64194962	25	25	0	1	1	42	joined
